Removed Pin From Net: NetName=MISO Pin=ICSP-1
Removed Pin From Net: NetName=SCK Pin=ICSP-3
Removed Pin From Net: NetName=MOSI Pin=ICSP-4
Removed Pin From Net: NetName=GND Pin=ICSP-6
Removed Pin From Net: NetName=GND Pin=IOH-7
Change Component Designator: OldDesignator=AD NewDesignator=AD1
Change Component Designator: OldDesignator=ICSP NewDesignator=ICSP1
Change Component Designator: OldDesignator=IOH NewDesignator=IOH1
Change Component Designator: OldDesignator=IOL NewDesignator=IOL1
Change Component Designator: OldDesignator=POWER NewDesignator=POWER1
Change component parameters: Designator = "IOH" ("IOH"); Footprint = "Header 10x1 8.5mm"; UniqueID = "\YUIEELQM" ("\YUIEELQM")
Added Component: Designator=R30(0805_RES_HD)
Add component (AddParameter): Name = "GFUPartNo"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-100CRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=R31(0805_RES_HD)
Add component (AddParameter): Name = "GFUPartNo"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-100CRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=R32(0805_RES_HD)
Add component (AddParameter): Name = "GFUPartNo"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-100CRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=R33(0805_RES_HD)
Add component (AddParameter): Name = "GFUPartNo"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-100CRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=R34(0805_RES_HD)
Add component (AddParameter): Name = "GFUPartNo"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RC0805FR-07100RL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-100CRCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=S1(ITT Cannon KSC2 Series)
Add component (AddParameter): Name = "GFUPartNo"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "ITT Cannon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "401-1758-1-ND"; VariantName = "[No Variations]"
Added Component: Designator=S2(ITT Cannon KSC2 Series)
Add component (AddParameter): Name = "GFUPartNo"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "ITT Cannon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "401-1758-1-ND"; VariantName = "[No Variations]"
Added Component: Designator=S3(ITT Cannon KSC2 Series)
Add component (AddParameter): Name = "GFUPartNo"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "ITT Cannon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "401-1758-1-ND"; VariantName = "[No Variations]"
Added Component: Designator=S4(ITT Cannon KSC2 Series)
Add component (AddParameter): Name = "GFUPartNo"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "ITT Cannon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "KSC221J"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Type"; Value = "SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "401-1758-1-ND"; VariantName = "[No Variations]"
Added Component: Designator=SW1(FP-JS202011SCQN-MFG)
Add component (AddParameter): Name = "Actuator Length"; Value = "2mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Actuator Material"; Value = "Nylon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Actuator Type"; Value = "Standard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Current Rating"; Value = "300mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Material"; Value = "Copper Alloy"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Silver"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Resistance"; Value = "70mR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = "300mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = "7.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Electrical Life"; Value = "5000Cycles"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Flammability Rating"; Value = "UL94 V-2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Housing Material"; Value = "Nylon"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "9mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Current Rating"; Value = "300mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Voltage Rating (DC)"; Value = "6V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-20°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Orientation"; Value = "Vertical"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Switch Function"; Value = "On-On"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Switch Travel"; Value = "2mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination"; Value = "Gull Wing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Throw Configuration"; Value = "DPDT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "6V"; VariantName = "[No Variations]"
Added Component: Designator=U1(SSOP-SS20_N)
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MO-150"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.microchip.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://ww1.microchip.com/downloads/en/DeviceDoc/21919e.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.microchip.com/stellent/groups/techpub_sg/documents/packagingspec/en012702.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "revE, Aug-2007"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "20-Lead Plastic Shrink Small Outline (SS) - 5.3mm Body [SSOP]"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "SSOP-SS20"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "revBB, Aug-2009"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RevisionNote"; Value = "Sch corrected."; VariantName = "[No Variations]"
Added Component: Designator=U2(ADI-CC-14-1_V)
Add component (AddParameter): Name = "# of Axes"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "-3dB Bandwidth"; Value = "1.6 KHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.analog.com/en/index.html"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.analog.com/static/imported-files/data_sheets/ADXL343.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.analog.com/static/imported-files/data_sheets/ADXL343.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4Description"; Value = "Product URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.analog.com/en/mems-sensors/mems-inertial-sensors/adxl343/products/product.html"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "Rev. 0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Analog Devices"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Type"; Value = "Digital"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "14-Pin Land Grid Array, 3 x 5 mm Body, 0.8 mm Pitch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "CC-14-1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "03-16-2010-A, 03/2010"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packing"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "ADXL343BCCZ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Sensitivity"; Value = "256/128/64/32 LSB/g"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Supply (V)"; Value = "2.0 to 3.6"; VariantName = "[No Variations]"
Added Component: Designator=U3(W16-H2_L)
Add component (AddParameter): Name = "Code_IPC"; Value = "SOIC127P1030-16"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MS-013-AA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.maxim-ic.com"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://datasheets.maxim-ic.com/en/ds/DS3231.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://pdfserv.maxim-ic.com/package_dwgs/21-0042.PDF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "Rev 8, Jul-2010"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "16-Pin Small-Outline IC, Wide (0.3in), 1.27 mm Pitch, SOIC (W)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "W16-H2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "revD, 2010"; VariantName = "[No Variations]"
Added Component: Designator=U4(RHL0020A_V)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/lit/ds/symlink/bq51013b.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/lit/ds/symlink/bq51051b.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "SLUSB62"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Eco-Plan"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "20-Pin Plastic Flat Pack, Body 4.5 x 3.5 mm, Pitch 0.5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "RHL0020A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "4205346-3/J, 12/2011"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "BQ51013B"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vin(Min)(V)"; Value = "4"; VariantName = "[No Variations]"
Added Component: Designator=U6(FP-318H-MFG)
Add component (AddParameter): Name = "Case/Package"; Value = "SOT-223"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dropout Voltage"; Value = "1.3V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Halogen Free"; Value = "Halogen Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "1.69mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "6.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "18V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "1A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Current Limit"; Value = "1.1A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Input Voltage"; Value = "-300mV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "0°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Output Voltage"; Value = "3.3V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Nominal Output Voltage"; Value = "3.3V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Regulators"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Current"; Value = "1A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Type"; Value = "Fixed"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage"; Value = "3.3V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Polarity"; Value = "Positive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Supply Rejection Ratio (PSRR)"; Value = "60dB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quiescent Current"; Value = "700uA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reference Voltage"; Value = "1.275V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "3.7mm"; VariantName = "[No Variations]"
Added Component: Designator=U7(FP-C04-091-OT-IPC_B)
Add component (AddParameter): Name = "Case/Package"; Value = "SOT-23"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "1.3mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "3.1mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Charge Current"; Value = "500mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "3.75V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "500mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Voltage"; Value = "4.232V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Supply Voltage"; Value = "6V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Output Voltage"; Value = "4.168V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Supply Voltage"; Value = "3.75V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Cells"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "5"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Supply Current"; Value = "510uA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Current"; Value = "500mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage"; Value = "4.2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "1.8mm"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C1-2
Added Pin To Net: NetName=GND Pin=C2-2
Added Pin To Net: NetName=GND Pin=C3-1
Added Pin To Net: NetName=GND Pin=C4-1
Added Pin To Net: NetName=GND Pin=C7-1
Added Pin To Net: NetName=GND Pin=C8-1
Added Pin To Net: NetName=GND Pin=C9-1
Added Pin To Net: NetName=GND Pin=C20-2
Added Pin To Net: NetName=GND Pin=C21-2
Added Pin To Net: NetName=GND Pin=C22-2
Added Pin To Net: NetName=GND Pin=C23-2
Added Pin To Net: NetName=GND Pin=C24-2
Added Pin To Net: NetName=GND Pin=C25-2
Added Pin To Net: NetName=GND Pin=C26-2
Added Pin To Net: NetName=GND Pin=D4-1
Added Pin To Net: NetName=GND Pin=D6-1
Added Pin To Net: NetName=MOSI Pin=IOH1-4
Added Pin To Net: NetName=MISO Pin=IOH1-5
Added Pin To Net: NetName=SCK Pin=IOH1-6
Added Pin To Net: NetName=GND Pin=P2-2
Added Pin To Net: NetName=SCK Pin=P3-1
Added Pin To Net: NetName=MISO Pin=P3-2
Added Pin To Net: NetName=MOSI Pin=P3-3
Added Pin To Net: NetName=GND Pin=P3-8
Added Pin To Net: NetName=GND Pin=P5-2
Added Pin To Net: NetName=GND Pin=Q1-3
Added Pin To Net: NetName=GND Pin=Q2-3
Added Pin To Net: NetName=GND Pin=Q3-3
Added Pin To Net: NetName=GND Pin=R1-3
Added Pin To Net: NetName=GND Pin=R2-2
Added Pin To Net: NetName=GND Pin=R3-2
Added Pin To Net: NetName=GND Pin=R4-2
Added Pin To Net: NetName=GND Pin=R8-1
Added Pin To Net: NetName=GND Pin=R9-1
Added Pin To Net: NetName=GND Pin=R10-1
Added Pin To Net: NetName=GND Pin=R11-1
Added Pin To Net: NetName=GND Pin=R21-2
Added Pin To Net: NetName=GND Pin=R23-1
Added Pin To Net: NetName=GND Pin=R24-1
Added Pin To Net: NetName=GND Pin=R29-1
Added Pin To Net: NetName=GND Pin=R30-2
Added Pin To Net: NetName=GND Pin=R32-2
Added Pin To Net: NetName=GND Pin=U1-9
Added Pin To Net: NetName=GND Pin=U2-2
Added Pin To Net: NetName=GND Pin=U2-4
Added Pin To Net: NetName=GND Pin=U2-5
Added Pin To Net: NetName=GND Pin=U2-12
Added Pin To Net: NetName=GND Pin=U3-5
Added Pin To Net: NetName=GND Pin=U3-6
Added Pin To Net: NetName=GND Pin=U3-7
Added Pin To Net: NetName=GND Pin=U3-8
Added Pin To Net: NetName=GND Pin=U3-9
Added Pin To Net: NetName=GND Pin=U3-10
Added Pin To Net: NetName=GND Pin=U3-11
Added Pin To Net: NetName=GND Pin=U3-12
Added Pin To Net: NetName=GND Pin=U3-13
Added Pin To Net: NetName=GND Pin=U4-1
Added Pin To Net: NetName=GND Pin=U4-9
Added Pin To Net: NetName=GND Pin=U4-20
Added Pin To Net: NetName=GND Pin=U4-21
Added Pin To Net: NetName=GND Pin=U6-1
Added Pin To Net: NetName=GND Pin=U7-2
Change Net Name : Old Net Name=IO9 New Net Name=ADXL_IRQ2_HV
Change Net Name : Old Net Name=IO10 New Net Name=ADXL_IRQ1_HV
Added Pin To Net: NetName=ADXL_IRQ1 Pin=U2-8
Added Net: Name=ADXL_IRQ1
Added Pin To Net: NetName=ADXL_IRQ2 Pin=U2-9
Added Net: Name=ADXL_IRQ2
Added Pin To Net: NetName=BT_CS Pin=IOH1-1
Added Pin To Net: NetName=BT_CS Pin=P3-4
Added Net: Name=BT_CS
Added Pin To Net: NetName=BT_DFU Pin=P3-6
Added Net: Name=BT_DFU
Added Pin To Net: NetName=BT_IRQ Pin=IOL1-8
Added Pin To Net: NetName=BT_IRQ Pin=P3-5
Added Net: Name=BT_IRQ
Added Pin To Net: NetName=BT_RST Pin=P3-7
Added Net: Name=BT_RST
Added Pin To Net: NetName=BTN_MINUS Pin=AD1-4
Added Pin To Net: NetName=BTN_MINUS Pin=R9-2
Added Pin To Net: NetName=BTN_MINUS Pin=S3-2
Added Pin To Net: NetName=BTN_MINUS Pin=S3-2
Added Net: Name=BTN_MINUS
Added Pin To Net: NetName=BTN_PLUS Pin=AD1-5
Added Pin To Net: NetName=BTN_PLUS Pin=R8-2
Added Pin To Net: NetName=BTN_PLUS Pin=S4-2
Added Pin To Net: NetName=BTN_PLUS Pin=S4-2
Added Net: Name=BTN_PLUS
Added Pin To Net: NetName=BTN_SEL Pin=AD1-3
Added Pin To Net: NetName=BTN_SEL Pin=R10-2
Added Pin To Net: NetName=BTN_SEL Pin=S2-2
Added Pin To Net: NetName=BTN_SEL Pin=S2-2
Added Net: Name=BTN_SEL
Added Pin To Net: NetName=BTN_SET Pin=AD1-2
Added Pin To Net: NetName=BTN_SET Pin=R11-2
Added Pin To Net: NetName=BTN_SET Pin=S1-2
Added Pin To Net: NetName=BTN_SET Pin=S1-2
Added Net: Name=BTN_SET
Added Pin To Net: NetName=BUZZER Pin=IOL1-4
Added Pin To Net: NetName=BUZZER Pin=Q3-1
Added Net: Name=BUZZER
Added Pin To Net: NetName=D4_HV Pin=U1-15
Added Net: Name=D4_HV
Added Pin To Net: NetName=D5_HV Pin=U1-16
Added Net: Name=D5_HV
Added Pin To Net: NetName=D6_HV Pin=U1-17
Added Net: Name=D6_HV
Added Pin To Net: NetName=D7_HV Pin=U1-18
Added Net: Name=D7_HV
Added Pin To Net: NetName=EN_HV Pin=U1-14
Added Net: Name=EN_HV
Added Pin To Net: NetName=LED_DISP Pin=Q1-1
Added Pin To Net: NetName=LED_DISP Pin=U1-19
Added Net: Name=LED_DISP
Added Pin To Net: NetName=LED_WAIT Pin=AD1-1
Added Pin To Net: NetName=LED_WAIT Pin=IOL1-7
Added Pin To Net: NetName=LED_WAIT Pin=Q2-1
Added Net: Name=LED_WAIT
Added Pin To Net: NetName=NetC5_1 Pin=C5-1
Added Pin To Net: NetName=NetC5_1 Pin=U4-5
Added Net: Name=NetC5_1
Added Pin To Net: NetName=NetC5_2 Pin=C5-2
Added Pin To Net: NetName=NetC5_2 Pin=C6-1
Added Pin To Net: NetName=NetC5_2 Pin=C10-2
Added Pin To Net: NetName=NetC5_2 Pin=C11-1
Added Pin To Net: NetName=NetC5_2 Pin=C12-2
Added Pin To Net: NetName=NetC5_2 Pin=C13-1
Added Pin To Net: NetName=NetC5_2 Pin=C16-1
Added Pin To Net: NetName=NetC5_2 Pin=C17-1
Added Pin To Net: NetName=NetC5_2 Pin=C18-1
